ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
104A-klk,klk,Koh (Lakka),104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Glidden-1985[231-33],
104A-bro,bro,Broken,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Shnukal-1988[41-52],
104A-kna,kna,Karitiâna,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Storto-1999[157],
104A-zsq,zsq,Zapotec (San Lucas Quiaviní),104A,Order of Person Markers on the Verb,A precedes P,"Munro-and-Lopez-1999[15, 19]",
104A-jur,jur,Jurchen,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Hang-et-al-1989[59-60],
104A-mcr,mcr,Mauritian Creole,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Baker-1972[98-102],
104A-cri,cri,Crimean Tatar,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Jankowski-1992[196-220],
104A-hmu,hmu,Huitoto (Muinane),104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,"Minor-et-al-1982[56, 19]",
104A-kjo,kjo,Konjo,104A,Order of Person Markers on the Verb,A precedes P,Friberg-1996[141],
104A-kuk,kuk,Kukú,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Cohen-2000[54-94],
104A-lrk,lrk,Larike,104A,Order of Person Markers on the Verb,A precedes P,Laidig-1993[321],
104A-srm,srm,Saramaccan,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Byrne-1987[44],
104A-tap,tap,Taiap,104A,Order of Person Markers on the Verb,P precedes A,"Kulick-and-Stroud-1992[9-10, 13]",
104A-kwz,kwz,Kwaza,104A,Order of Person Markers on the Verb,P precedes A,van-der-Voort-2000[161],
104A-psj,psj,Popoloca (San Juan Atzingo),104A,Order of Person Markers on the Verb,A precedes P,Kalstrom-Dolson-et-al-1995[367],
104A-uma,uma,Uma,104A,Order of Person Markers on the Verb,A precedes P,"Martens-1988b[169-70, 200]",
104A-cap,cap,Capanahua,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,"Lous-1969[42, 98]",
104A-xok,xok,Xokleng,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Urban-1985[167],
104A-mle,mle,Maale,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Amha-2001[113],
104A-cmx,cmx,Comox,104A,Order of Person Markers on the Verb,P precedes A,Harris-1981b[58],
104A-adz,adz,Adzera,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Holzknecht-1986[95],
104A-cav,cav,Cavineña,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Camp-1985[40],
104A-nad,nad,Nadëb,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,"Martins-and-Martins-1999[260, 263]",
104A-yaw,yaw,Yawa,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Jones-1986a[40],
104A-cku,cku,Chinook (Upper),104A,Order of Person Markers on the Verb,A precedes P,Silverstein-1976;Boas-1911b[581],
104A-saw,saw,Sawu,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Walker-1982[23],
104A-mlm,mlm,Mlabri (Minor),104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Rischel-1995[99],
104A-ura,ura,Ura,104A,Order of Person Markers on the Verb,A precedes P,Crowley-1999[174],
104A-ktl,ktl,Katla,104A,Order of Person Markers on the Verb,A precedes P,Tucker-and-Bryan-1956[266-67],
104A-tso,tso,Tsou,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Szakos-1994[130],
104A-moa,moa,Mono-Alu,104A,Order of Person Markers on the Verb,A precedes P,Fagan-1986[79],
104A-hmr,hmr,Hamer,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Lydall-1976[416],
104A-atk,atk,Atakapa,104A,Order of Person Markers on the Verb,P precedes A,Swanton-1929[125],
104A-cpn,cpn,Chepang,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Caughley-1982[53],
104A-tir,tir,Tiriyo,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Meira-1999[243],
104A-ane,ane,Anêm,104A,Order of Person Markers on the Verb,A precedes P,Thurston-1982[41-2],
104A-abn,abn,Arabana,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,"Hercus-1994[130, 264]",
104A-bnj,bnj,Bandjalang,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Crowley-1978[82-104],
104A-dga,dga,Dagaare,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Bodomo-1997[92],
104A-kpm,kpm,Kapampangan,104A,Order of Person Markers on the Verb,A precedes P,Mithun-1994[63],
104A-nyu,nyu,Nyulnyul,104A,Order of Person Markers on the Verb,A precedes P,"McGregor-1996[40, 47]",
104A-fua,fua,Fula (Cameroonian),104A,Order of Person Markers on the Verb,P precedes A,Arnott-1970[212],
104A-iqu,iqu,Iquito,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,"Eastman-and-Eastman-1963[186, 159]",
104A-msn,msn,Maisin,104A,Order of Person Markers on the Verb,A precedes P,Ross-1984[57],
104A-pny,pny,Panyjima,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Dench-1991[159],
104A-amu,amu,Yanesha',104A,Order of Person Markers on the Verb,A precedes P,Wise-1986[572],
104A-bln,bln,Bilin,104A,Order of Person Markers on the Verb,A precedes P,Hetzron-1976[23],
104A-ngk,ngk,Ngankikurungkurr,104A,Order of Person Markers on the Verb,A precedes P,Hoddinott-and-Kofod-1988[88-95],
104A-cba,cba,Chumash (Barbareño),104A,Order of Person Markers on the Verb,A precedes P,Wash-2001[42-3],
104A-don,don,Dong,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Long-and-Zheng-1998[17],
104A-god,god,Godoberi,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Kibrik-1996[45-46],
104A-sem,sem,Sema,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,"Sreedhar-1980[109, 130]",
104A-au,au,Au,104A,Order of Person Markers on the Verb,A precedes P,Scorza-1985[223],
104A-nup,nup,Nupe,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Smith-1967a[22],
104A-pec,pec,Pech,104A,Order of Person Markers on the Verb,P precedes A,"Holt-1999b[49, 41]",
104A-tmr,tmr,Temiar,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Benjamin-1976[158],
104A-tot,tot,Totonac (Misantla),104A,Order of Person Markers on the Verb,Both orders of A and P occur,MacKay-1991[192],
104A-wik,wik,Wikchamni,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Gamble-1978[47],
104A-kom,kom,Komo,104A,Order of Person Markers on the Verb,A precedes P,Tucker-and-Bryan-1956[360],
104A-ndo,ndo,Ndonga,104A,Order of Person Markers on the Verb,A precedes P,Fivaz-1986[142],
104A-par,par,Päri,104A,Order of Person Markers on the Verb,P precedes A,Andersen-1988[297],
104A-yes,yes,Yessan-Mayo,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,"Foreman-1974[34, 41]",
104A-baa,baa,Barai,104A,Order of Person Markers on the Verb,P precedes A,Olson-1975[509-10],
104A-cor,cor,Cora,104A,Order of Person Markers on the Verb,A precedes P,Casad-1984[329],
104A-nak,nak,Nakanai,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Johnston-1980[27-28],
104A-plk,plk,Palikur,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Green-and-Green-1972[6],
104A-tri,tri,Trique (Copala),104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Hollenbach-1992[349],
104A-anj,anj,Anejom,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,"Lynch-1982a[110, 116]",
104A-brn,brn,Burunge,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,"Kiessling-1994[87, 124]",
104A-gmw,gmw,Gumawana,104A,Order of Person Markers on the Verb,A precedes P,Olson-1992[298],
104A-wbn,wbn,Wambon,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,de-Vries-1989[22],
104A-bya,bya,Byansi,104A,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Trivedi-1991[81-96],
104A-moh,moh,Mohawk,104A,Order of Person Markers on the Verb,Both orders of A and P occur,Bonvillain-1973[117],
104A-acm,acm,Achumawi,104A,Order of Person Markers on the Verb,A and P are fused,de-Angulo-and-Freeland-1931[91],
