ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
115A-ano,ano,Anong,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,,
115A-kug,kug,Kunming,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Gui-2000[37],
115A-uku,uku,Upper Kuskokwim,115A,Negative Indefinite Pronouns and Predicate Negation,Negative existential construction,,
115A-zaq,zaq,Zapotec (Quiegolani),115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Black-2000[66-7],
115A-boz,boz,Bozo (Tigemaxo),115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Blecke-1996[115],
115A-pop,pop,Popoloca (Metzontla),115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,"Veerman-Leichsenring-1991[201, 383-4]",
115A-cch,cch,Chocho,115A,Negative Indefinite Pronouns and Predicate Negation,No predicate negation,"Veerman-Leichsenring-2000[73, 87]",
115A-fue,fue,Futuna (East),115A,Negative Indefinite Pronouns and Predicate Negation,Negative existential construction,Moyse-Faurie-1999[120-121],
115A-nel,nel,Nelemwa,115A,Negative Indefinite Pronouns and Predicate Negation,Negative existential construction,Bril-1999,
115A-kaz,kaz,Kazakh,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Kenesbaev-and-Karasheva-1966;Haspelmath-1997[287-9],
115A-mto,mto,Malto,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Steever-1998c[368],
115A-kod,kod,Kodava,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Ebert-1996[34],
115A-biu,biu,Bisu,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Shixuan-2001[103],
115A-zaz,zaz,Zazaki,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Selcan-1998[677-80],
115A-fon,fon,Fongbe,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Lefebvre-and-Brousseau-2002[370-4],
115A-itz,itz,Itzaj,115A,Negative Indefinite Pronouns and Predicate Negation,Mixed behaviour,"Hofling-2000[186, 203-4, 296]",
115A-jel,jel,Jeli,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Trobs-1998[122],
115A-tke,tke,Tokelauan,115A,Negative Indefinite Pronouns and Predicate Negation,Negative existential construction,Vonen-1999[136],
115A-grg,grg,Gurr-goni,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,"Green-1995[151, 153, 155, 310]",
115A-mle,mle,Maale,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Amha-2001[230],
115A-mdg,mdg,Mundang,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Elders-2000[447-8],
115A-ady,ady,Adyghe (Abzakh),115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Paris-1989[180],
115A-mbi,mbi,Mbili,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Ayuninjam-1998[348],
115A-qia,qia,Qiang,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,,
115A-jam,jam,Jaminjung,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Schultze-Berndt-2000,
115A-ass,ass,Assamese,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Goswami-and-Tamuli-2003[437-8],
115A-mlg,mlg,Malgwa,115A,Negative Indefinite Pronouns and Predicate Negation,Mixed behaviour,Lohr-2002[323-3],
115A-nwd,nwd,Newar (Dolakha),115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,"Genetti-1994[63, 80]",
115A-teo,teo,Teop,115A,Negative Indefinite Pronouns and Predicate Negation,Negative existential construction,Mosel-and-Spriggs-1999[50],
115A-chn,chn,Chantyal,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Noonan-2003b[331],
115A-lil,lil,Lillooet,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,van-Eijk-1997[165],
115A-nai,nai,Nanai,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Haspelmath-1997[66],
115A-kkp,kkp,Karakalpak,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Baskakov-1966b,
115A-ndj,ndj,Ndjébbana,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,"McKay-2000[215(52), 214(44), (46)]",
115A-mgu,mgu,Musgu,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Meyer-Bahlburg-1972[75],
115A-guj,guj,Gujarati,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Cardona-and-Suthar-2003[676],
115A-tvl,tvl,Tuvaluan,115A,Negative Indefinite Pronouns and Predicate Negation,Negative existential construction,Besnier-2000,
115A-moe,moe,Mordvin (Erzya),115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Feoktistov-1966b[185],
115A-bud,bud,Buduma,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Awagana-2001[77],
115A-kku,kku,Korku,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Nagaraja-1999[95],
115A-lin,lin,Lingala,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,"Meeuwis-1998[22, 40]",
115A-raw,raw,Rawang,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,LaPolla-2003a[675],
115A-kma,kma,Kamaiurá,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Seki-2000[339-40],
115A-mad,mad,Ma'di,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Blackings-and-Fabb-2003[355-6],
115A-udm,udm,Udmurt,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Perevoshchikov-1962[181],
115A-ytu,ytu,Yukaghir (Tundra),115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Maslova-2003b[41],
115A-dji,dji,Djingili,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Pensalfini-1997[203-4],
115A-kmh,kmh,Kham,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Watters-2002[173],
115A-mos,mos,Mosetén,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Sakel-2002a[262-5],
115A-nua,nua,Nuaulu,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Bolton-1990[126-7],
115A-kzy,kzy,Komi-Zyrian,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Lytkin-1966b[290],
115A-niu,niu,Niuean,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Seiter-1980[41],
115A-pno,pno,Paiute (Northern),115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Snapp-et-al-1982[57],
115A-kan,kan,Kana,115A,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Ikoro-1996[345],
115A-mlt,mlt,Maltese,115A,Negative Indefinite Pronouns and Predicate Negation,Mixed behaviour,Haspelmath-1997[296-98],
