ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
24A-kkr,kkr,Kirikiri,24A,Locus of Marking in Possessive Noun Phrases,No marking,,
24A-knp,knp,Kanum (Ngkâlmpw),24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,,
24A-kiu,kiu,Kui (in Indonesia),24A,Locus of Marking in Possessive Noun Phrases,Head marking,,
24A-tgp,tgp,Tanglapui,24A,Locus of Marking in Possessive Noun Phrases,Head marking,,
24A-yli,yli,Yali,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Fahner-1979,
24A-nkk,nkk,Nakkara,24A,Locus of Marking in Possessive Noun Phrases,Other,Eather-1990,
24A-cjo,cjo,Chichimeca-Jonaz,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Lastra-de-Suarez-1984,
24A-cho,cho,Chontal (Highland),24A,Locus of Marking in Possessive Noun Phrases,Head marking,Waterhouse-1962;Turner-and-Turner-1971,
24A-cin,cin,Chumash (Ineseño),24A,Locus of Marking in Possessive Noun Phrases,Head marking,Applegate-1972,
24A-chy,chy,Chayahuita,24A,Locus of Marking in Possessive Noun Phrases,No marking,Hart-1988,
24A-jel,jel,Jeli,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Trobs-1998,
24A-nah,nah,Nahali,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Kuiper-1962,
24A-nyn,nyn,Nyigina,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Stokes-1982,
24A-xok,xok,Xokleng,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Henry-1935;Urban-1985,
24A-mrh,mrh,Marrithiyel,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Green-1989;Green-1981,
24A-nat,nat,Natchez,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Haas-1975,
24A-ori,ori,Orig,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Schadeberg-and-Elias-1979,
24A-tmc,tmc,Timucua,24A,Locus of Marking in Possessive Noun Phrases,No marking,Granberry-1990;Gatschet-1877,
24A-bzi,bzi,Bauzi,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Kuleti-1980,
24A-iau,iau,Iau,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Bateman-1986,
24A-lmh,lmh,Lamaholot,24A,Locus of Marking in Possessive Noun Phrases,No marking,,
24A-cku,cku,Chinook (Upper),24A,Locus of Marking in Possessive Noun Phrases,Head marking,Dyk-1933,
24A-gku,gku,Gününa Küne,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Casamiquela-1983,
24A-buu,buu,Buru,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Grimes-1991,
24A-kim,kim,Kimaghama,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,,
24A-mot,mot,Motuna,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Onishi-1994,
24A-wrn,wrn,Warndarang,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Heath-1980b,
24A-ntj,ntj,Ngaanyatjarra,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Douglas-1964,
24A-sdw,sdw,Sandawe,24A,Locus of Marking in Possessive Noun Phrases,No marking,van-de-Kimmenade-1954;Dempwolff-1916,
24A-tlf,tlf,Telefol,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Healey-1965a;Healey-1964;Healey-1965b;Healey-1965c,
24A-atk,atk,Atakapa,24A,Locus of Marking in Possessive Noun Phrases,No marking,Swanton-1929,
24A-ane,ane,Anêm,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Thurston-1982,
24A-gmz,gmz,Gumuz,24A,Locus of Marking in Possessive Noun Phrases,No marking,Bender-1979,
24A-kri,kri,Kipea,24A,Locus of Marking in Possessive Noun Phrases,Double marking,Larsen-1984,
24A-amb,amb,Ambulas,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Laycock-1965a;Wilson-1980,
24A-wry,wry,Waray (in Australia),24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Harvey-1986,
24A-wem,wem,Wembawemba,24A,Locus of Marking in Possessive Noun Phrases,Double marking,Hercus-1986b,
24A-nsg,nsg,Nisgha,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Tarpent-1987,
24A-yes,yes,Yessan-Mayo,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Foreman-1974,
24A-bel,bel,Belhare,24A,Locus of Marking in Possessive Noun Phrases,Double marking,,
24A-ctm,ctm,Chitimacha,24A,Locus of Marking in Possessive Noun Phrases,No marking,Swadesh-1946b,
24A-dji,dji,Djingili,24A,Locus of Marking in Possessive Noun Phrases,Double marking,Chadwick-1975,
24A-diz,diz,Dizi,24A,Locus of Marking in Possessive Noun Phrases,Double marking,Allan-1976b,
24A-ccp,ccp,Cocopa,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Crawford-1966[96-100],
24A-jiv,jiv,Jivaro,24A,Locus of Marking in Possessive Noun Phrases,Double marking,Pellizzaro-1969,
24A-mai,mai,Maithili,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,,
24A-syu,syu,Salt-Yui,24A,Locus of Marking in Possessive Noun Phrases,No marking,Irwin-1974,
24A-wrl,wrl,Warlpiri,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Simpson-1991,
24A-kmb,kmb,Kombai,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,de-Vries-1993;de-Vries-1989,
24A-hua,hua,Hua,24A,Locus of Marking in Possessive Noun Phrases,Double marking,Haiman-1980,
24A-mpa,mpa,Murrinh-Patha,24A,Locus of Marking in Possessive Noun Phrases,No marking,Street-1987;Walsh-1976,
24A-was,was,Washo,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Jacobsen-1964,
24A-sah,sah,Sahu,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Visser-and-Voorhoeve-1987,
24A-wsk,wsk,Waskia,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Ross-and-Paol-1978,
24A-bbw,bbw,Bininj Gun-Wok,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Oates-1964a,
24A-grr,grr,Garrwa,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Furby-1972;Furby-and-Furby-1977,
24A-lai,lai,Lai,24A,Locus of Marking in Possessive Noun Phrases,No marking,Peterson-2003,
24A-nar,nar,Nara (in Ethiopia),24A,Locus of Marking in Possessive Noun Phrases,No marking,Thompson-1976a,
24A-tib,tib,Tibetan (Standard Spoken),24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Denwood-1999,
24A-dum,dum,Dumo,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Ross-1980,
24A-nuu,nuu,Nuuchahnulth,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Sapir-and-Swadesh-1939,
24A-tkl,tkl,Takelma,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Sapir-1922b,
24A-uhi,uhi,Uradhi,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Crowley-1983,
24A-nmb,nmb,Nambikuára (Southern),24A,Locus of Marking in Possessive Noun Phrases,Head marking,Lowe-1999;Kroeker-2001,
24A-siu,siu,Siuslaw,24A,Locus of Marking in Possessive Noun Phrases,Dependent marking,Frachtenberg-1922b,
24A-mis,mis,Miskito,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Thaeler-and-Thaeler-nd,
24A-brr,brr,Bororo,24A,Locus of Marking in Possessive Noun Phrases,Head marking,Crowell-1979,
