ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
137A-wgl,wgl,Waigali,137A,N-M Pronouns,No N-M pronouns,Morgenstierne-1954,
137A-yna,yna,Yupik (Naukan),137A,N-M Pronouns,No N-M pronouns,Menovshchikov-1975,
137A-brk,brk,Berik,137A,N-M Pronouns,No N-M pronouns,Thimbwat-et-al-1979,
137A-csh,csh,Cashinahua,137A,N-M Pronouns,"N-M pronouns, paradigmatic",Cromack-1968,
137A-cjo,cjo,Chichimeca-Jonaz,137A,N-M Pronouns,No N-M pronouns,Lastra-de-Suarez-1984,
137A-cho,cho,Chontal (Highland),137A,N-M Pronouns,"N-M pronouns, paradigmatic",Turner-and-Turner-1971,
137A-cin,cin,Chumash (Ineseño),137A,N-M Pronouns,No N-M pronouns,Applegate-1972,
137A-mdk,mdk,Mandinka,137A,N-M Pronouns,No N-M pronouns,Creissels-1983,
137A-ayw,ayw,Ayiwo,137A,N-M Pronouns,No N-M pronouns,Wurm-1981,
137A-nah,nah,Nahali,137A,N-M Pronouns,No N-M pronouns,Kuiper-1962,
137A-xok,xok,Xokleng,137A,N-M Pronouns,"N-M pronouns, paradigmatic",Urban-1985,
137A-kot,kot,Kota,137A,N-M Pronouns,No N-M pronouns,Emeneau-1944,
137A-kat,kat,Kâte,137A,N-M Pronouns,"N-M pronouns, non-paradigmatic",Pilhofer-1933,
137A-nat,nat,Natchez,137A,N-M Pronouns,No N-M pronouns,Haas-1975,
137A-ori,ori,Orig,137A,N-M Pronouns,No N-M pronouns,Schadeberg-and-Elias-1979,
137A-tmc,tmc,Timucua,137A,N-M Pronouns,No N-M pronouns,Gatschet-1877,
137A-tpa,tpa,Totonac (Papantla),137A,N-M Pronouns,No N-M pronouns,Levy-Podolsky-1990,
137A-git,git,Gitksan,137A,N-M Pronouns,"N-M pronouns, non-paradigmatic",Rigsby-1986,
137A-iau,iau,Iau,137A,N-M Pronouns,No N-M pronouns,Bateman-1986,
137A-mco,mco,Mixe (Coatlán),137A,N-M Pronouns,"N-M pronouns, paradigmatic",Van-Haitsma-and-Van-Haitsma-1976,
137A-cku,cku,Chinook (Upper),137A,N-M Pronouns,"N-M pronouns, paradigmatic",Dyk-1933,
137A-gku,gku,Gününa Küne,137A,N-M Pronouns,"N-M pronouns, non-paradigmatic",Casamiquela-1983,
137A-shp,shp,Sahaptin (Northern),137A,N-M Pronouns,"N-M pronouns, paradigmatic",Jacobs-1931,
137A-mot,mot,Motuna,137A,N-M Pronouns,No N-M pronouns,Onishi-1994,
137A-shs,shs,Shasta,137A,N-M Pronouns,No N-M pronouns,Silver-1966,
137A-wrn,wrn,Warndarang,137A,N-M Pronouns,No N-M pronouns,Heath-1980b,
137A-ntj,ntj,Ngaanyatjarra,137A,N-M Pronouns,No N-M pronouns,Douglas-1964,
137A-tlf,tlf,Telefol,137A,N-M Pronouns,No N-M pronouns,Healey-1965a,
137A-atk,atk,Atakapa,137A,N-M Pronouns,No N-M pronouns,Swanton-1929,
137A-nai,nai,Nanai,137A,N-M Pronouns,No N-M pronouns,Avrorin-1959,
137A-ane,ane,Anêm,137A,N-M Pronouns,No N-M pronouns,Thurston-1982,
137A-kri,kri,Kipea,137A,N-M Pronouns,No N-M pronouns,Rodrigues-1999b[201-2 et pass.],
137A-chi,chi,Chimariko,137A,N-M Pronouns,"N-M pronouns, paradigmatic",Dixon-1910,
137A-fua,fua,Fula (Cameroonian),137A,N-M Pronouns,No N-M pronouns,Arnott-1970,
137A-ywl,ywl,Yawelmani,137A,N-M Pronouns,"N-M pronouns, paradigmatic",Newman-1946,
137A-pme,pme,Pomo (Eastern),137A,N-M Pronouns,No N-M pronouns,McLendon-1975,
137A-tmr,tmr,Temiar,137A,N-M Pronouns,No N-M pronouns,Benjamin-1976,
137A-wem,wem,Wembawemba,137A,N-M Pronouns,No N-M pronouns,Hercus-1986b,
137A-lda,lda,Luganda,137A,N-M Pronouns,No N-M pronouns,Ashton-et-al-1954,
137A-sul,sul,Sulka,137A,N-M Pronouns,No N-M pronouns,Muller-1916,
137A-bel,bel,Belhare,137A,N-M Pronouns,No N-M pronouns,,
137A-ctm,ctm,Chitimacha,137A,N-M Pronouns,No N-M pronouns,Swadesh-1946b,
137A-dji,dji,Djingili,137A,N-M Pronouns,No N-M pronouns,Chadwick-1975,
137A-diz,diz,Dizi,137A,N-M Pronouns,No N-M pronouns,Allan-1976b,
137A-jiv,jiv,Jivaro,137A,N-M Pronouns,No N-M pronouns,Pellizzaro-1969,
137A-syu,syu,Salt-Yui,137A,N-M Pronouns,No N-M pronouns,Irwin-1974,
137A-kmb,kmb,Kombai,137A,N-M Pronouns,No N-M pronouns,de-Vries-1989,
137A-nbr,nbr,Ngäbere,137A,N-M Pronouns,No N-M pronouns,Alphonse-1956,
137A-sal,sal,Salinan,137A,N-M Pronouns,No N-M pronouns,Turner-1987,
137A-kiw,kiw,Kiwai,137A,N-M Pronouns,No N-M pronouns,Ray-1933,
137A-hua,hua,Hua,137A,N-M Pronouns,No N-M pronouns,Haiman-1980,
137A-was,was,Washo,137A,N-M Pronouns,No N-M pronouns,Jacobsen-1964,
137A-yuk,yuk,Yukulta,137A,N-M Pronouns,No N-M pronouns,Keen-1983,
137A-sah,sah,Sahu,137A,N-M Pronouns,No N-M pronouns,Visser-and-Voorhoeve-1987,
137A-wsk,wsk,Waskia,137A,N-M Pronouns,No N-M pronouns,Ross-and-Paol-1978,
137A-nar,nar,Nara (in Ethiopia),137A,N-M Pronouns,No N-M pronouns,Thompson-1976a,
137A-tib,tib,Tibetan (Standard Spoken),137A,N-M Pronouns,No N-M pronouns,Denwood-1999;Bell-1939[82ff.],
137A-dum,dum,Dumo,137A,N-M Pronouns,"N-M pronouns, paradigmatic",Ross-1980,
137A-nuu,nuu,Nuuchahnulth,137A,N-M Pronouns,No N-M pronouns,Sapir-and-Swadesh-1939,
137A-oss,oss,Ossetic,137A,N-M Pronouns,No N-M pronouns,Abaev-1964,
137A-snc,snc,Seneca,137A,N-M Pronouns,No N-M pronouns,Chafe-1967,
137A-tkl,tkl,Takelma,137A,N-M Pronouns,No N-M pronouns,Sapir-1922b,
137A-uhi,uhi,Uradhi,137A,N-M Pronouns,No N-M pronouns,Crowley-1983,
137A-ite,ite,Itelmen,137A,N-M Pronouns,No N-M pronouns,Volodin-1976,
137A-lui,lui,Luiseño,137A,N-M Pronouns,"N-M pronouns, paradigmatic",Kroeber-and-Grace-1960,
137A-nmb,nmb,Nambikuára (Southern),137A,N-M Pronouns,No N-M pronouns,Kroeker-2001,
137A-mis,mis,Miskito,137A,N-M Pronouns,"N-M pronouns, paradigmatic",Thaeler-and-Thaeler-nd,
137A-wiy,wiy,Wiyot,137A,N-M Pronouns,No N-M pronouns,Teeter-1964,
137A-brr,brr,Bororo,137A,N-M Pronouns,No N-M pronouns,"Crowell-1979[203, 206]",
137A-djp,djp,Djapu,137A,N-M Pronouns,No N-M pronouns,Morphy-1983[51ff.],
137A-nca,nca,Nicobarese (Car),137A,N-M Pronouns,No N-M pronouns,Braine-1970[135],
137A-mlk,mlk,Malakmalak,137A,N-M Pronouns,No N-M pronouns,Birk-1976,
137A-ngl,ngl,Ngalakan,137A,N-M Pronouns,No N-M pronouns,Merlan-1983,
137A-gbb,gbb,Gbeya Bossangoa,137A,N-M Pronouns,No N-M pronouns,Samarin-1966,
137A-hve,hve,Huave (San Mateo del Mar),137A,N-M Pronouns,No N-M pronouns,Matthews-1972;Stairs-and-Hollenbach-1969,
137A-awt,awt,Awtuw,137A,N-M Pronouns,No N-M pronouns,Feldman-1986,
137A-tuv,tuv,Tuvan,137A,N-M Pronouns,No N-M pronouns,Isxakov-and-Palmbax-1961,
137A-hat,hat,Hatam,137A,N-M Pronouns,No N-M pronouns,Reesink-1999,
137A-qui,qui,Quileute,137A,N-M Pronouns,No N-M pronouns,Andrade-1933,
137A-tau,tau,Tauya,137A,N-M Pronouns,No N-M pronouns,MacDonald-1990,
137A-wao,wao,Waorani,137A,N-M Pronouns,No N-M pronouns,Pike-and-Saint-1989,
137A-wap,wap,Wappo,137A,N-M Pronouns,No N-M pronouns,Sawyer-1965,
137A-win,win,Wintu,137A,N-M Pronouns,"N-M pronouns, paradigmatic",Pitkin-1984,
137A-cax,cax,Campa (Axininca),137A,N-M Pronouns,"N-M pronouns, paradigmatic",Payne-1981,
137A-lug,lug,Lugbara,137A,N-M Pronouns,No N-M pronouns,Crazzolara-1960,
