ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
77A-amd,amd,Amdo,77A,Semantic Distinctions of Evidentiality,Direct and indirect,Sun-1993,
77A-beb,beb,Benabena,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Young-1971,
77A-cco,cco,Chasta Costa,77A,Semantic Distinctions of Evidentiality,Indirect only,Sapir-1914[333],
77A-gso,gso,Greenlandic (South),77A,Semantic Distinctions of Evidentiality,Indirect only,Swadesh-1946a[38],
77A-jem,jem,Jemez,77A,Semantic Distinctions of Evidentiality,Indirect only,Yumitani-1998[247],
77A-klh,klh,Kalasha,77A,Semantic Distinctions of Evidentiality,Direct and indirect,Bashir-1989[48-9],
77A-kto,kto,Kato,77A,Semantic Distinctions of Evidentiality,Direct and indirect,Goddard-1912,
77A-mtl,mtl,Mattole,77A,Semantic Distinctions of Evidentiality,Indirect only,Li-1930[53],
77A-mgl,mgl,Mingrelian,77A,Semantic Distinctions of Evidentiality,Direct and indirect,"Harris-1991[342, 381]",
77A-mth,mth,Mixe (Tlahuitoltepec),77A,Semantic Distinctions of Evidentiality,Indirect only,Lyon-1967[39],
77A-mxz,mxz,Mixtec (Coatzospan),77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Small-1990,
77A-mxs,mxs,Mixtec (Silacayoapan),77A,Semantic Distinctions of Evidentiality,Indirect only,Shields-1988[341],
77A-nmp,nmp,Nahuatl (Milpa Alta),77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Whorf-1946b,
77A-nit,nit,Nitinaht,77A,Semantic Distinctions of Evidentiality,Indirect only,Carlson-and-Thomas-1979,
77A-pot,pot,Potawatomi,77A,Semantic Distinctions of Evidentiality,Indirect only,Hockett-1948[139],
77A-trg,trg,Tewa (Rio Grande),77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Speirs-1966,
77A-tws,tws,Tiwa (Southern),77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Leap-1970,
77A-aho,aho,Arapaho,77A,Semantic Distinctions of Evidentiality,Indirect only,Salzmann-1967[218],
77A-den,den,Dení,77A,Semantic Distinctions of Evidentiality,Indirect only,Derbyshire-1986[525],
77A-gny,gny,Gunya,77A,Semantic Distinctions of Evidentiality,Indirect only,Breen-1981a[326],
77A-jmm,jmm,Jamamadi,77A,Semantic Distinctions of Evidentiality,Direct and indirect,Derbyshire-1986[525],
77A-mxt,mxt,Mixtec (Ayutla),77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Hills-1990,
77A-mja,mja,Mixtec (Jamiltepec),77A,Semantic Distinctions of Evidentiality,Indirect only,Johnson-1988[45],
77A-prc,prc,Parecis,77A,Semantic Distinctions of Evidentiality,Indirect only,Derbyshire-1986[526],
77A-trn,trn,Terêna,77A,Semantic Distinctions of Evidentiality,Indirect only,Derbyshire-1986[526],
77A-tew,tew,Tewa (Arizona),77A,Semantic Distinctions of Evidentiality,Indirect only,Kroskrity-1993[144],
77A-wyn,wyn,Wayana,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Jackson-1972,
77A-apc,apc,Apache (Chiricahua),77A,Semantic Distinctions of Evidentiality,Indirect only,Hoijer-1946a[67],
77A-akr,akr,Arikara,77A,Semantic Distinctions of Evidentiality,Indirect only,Merlan-1975[22],
77A-htt,htt,Huitoto,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Wise-1999,
77A-pem,pem,Pemon,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,de-Armellada-1944,
77A-slr,slr,Salar,77A,Semantic Distinctions of Evidentiality,Direct and indirect,Dwyer-2000,
77A-say,say,Sayultec,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Clark-1962,
77A-til,til,Tillamook,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Edel-1939,
77A-wur,wur,Waurá,77A,Semantic Distinctions of Evidentiality,Indirect only,Derbyshire-1986[527],
77A-agr,agr,Aguaruna,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Larsen-1963,
77A-bdk,bdk,Budukh,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Alekseev-1994a,
77A-srr,srr,Serrano,77A,Semantic Distinctions of Evidentiality,Indirect only,Hill-1967[88-9],
77A-tsm,tsm,Tasmanian,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Crowley-and-Dixon-1981,
77A-bse,bse,Berber (Ayt Seghrouchen Middle Atlas),77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Bentolila-1981,
77A-bor,bor,Bora,77A,Semantic Distinctions of Evidentiality,Indirect only,Thiesen-1996,
77A-crt,crt,Chorote,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Gerzenstein-1978,
77A-fox,fox,Fox,77A,Semantic Distinctions of Evidentiality,Indirect only,Jones-and-Michelson-1911[847],
77A-ksh,ksh,Kashaya,77A,Semantic Distinctions of Evidentiality,Direct and indirect,Oswalt-1986,
77A-nmi,nmi,Nahuatl (Mecayapan Isthmus),77A,Semantic Distinctions of Evidentiality,Indirect only,Law-1958[123],
77A-que,que,Quechan,77A,Semantic Distinctions of Evidentiality,Direct and indirect,Halpern-1947[160],
77A-yyg,yyg,Yaygir,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Crowley-1979,
77A-gag,gag,Gagauz,77A,Semantic Distinctions of Evidentiality,Direct and indirect,Menz-2000,
77A-kic,kic,Kickapoo,77A,Semantic Distinctions of Evidentiality,Indirect only,Voorhis-1974[115],
77A-toq,toq,Toqabaqita,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Lichtenberk-1987,
77A-tnb,tnb,Tunebo,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Headland-1997,
77A-mtg,mtg,Montagnais,77A,Semantic Distinctions of Evidentiality,Indirect only,James-et-al-1997[139],
77A-mse,mse,Munsee,77A,Semantic Distinctions of Evidentiality,No grammatical evidentials,Goddard-1979,
77A-pmn,pmn,Pomo (Northern),77A,Semantic Distinctions of Evidentiality,Direct and indirect,OConnor-1992[50ff],
