ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
35A-nic,nic,Nicobarese,35A,Plurality in Independent Personal Pronouns,Person-number stem,Zograf-1990[161],
35A-yna,yna,Yupik (Naukan),35A,Plurality in Independent Personal Pronouns,Person-number stem,Menovshchikov-1975[129-130],
35A-pil,pil,Pileni,35A,Plurality in Independent Personal Pronouns,Person-number stem + pronominal plural affix,Naess-2000[32],
35A-ork,ork,Orok,35A,Plurality in Independent Personal Pronouns,Person stem + pronominal plural affix,Petrova-1968[180],
35A-drg,drg,Dargwa,35A,Plurality in Independent Personal Pronouns,Person stem + pronominal plural affix,Abdullaev-1967[514],
35A-ale,ale,Aleut,35A,Plurality in Independent Personal Pronouns,Person-number affixes,"Menovshchikov-1968[389, 394]",
35A-mny,mny,Margany,35A,Plurality in Independent Personal Pronouns,Person-number stem,Breen-1981a[303],
35A-wat,wat,Watjarri,35A,Plurality in Independent Personal Pronouns,Person-number stem,Douglas-1981[223],
35A-abn,abn,Arabana,35A,Plurality in Independent Personal Pronouns,Person-number stem,Hercus-1994[110-114],
35A-pny,pny,Panyjima,35A,Plurality in Independent Personal Pronouns,Person-number stem + nominal plural affix,Dench-1991[156-158],
35A-tps,tps,Tepehuan (Southeastern),35A,Plurality in Independent Personal Pronouns,Person-number affixes,Willett-1991[53-54],
35A-meh,meh,Mehri,35A,Plurality in Independent Personal Pronouns,Person-number stem,Bauer-1991[409-411],
35A-tvl,tvl,Tuvaluan,35A,Plurality in Independent Personal Pronouns,Person-number stem + pronominal plural affix,Besnier-2000[374-387],
35A-hmi,hmi,Huitoto (Minica),35A,Plurality in Independent Personal Pronouns,Person-number stem + pronominal plural affix,"Minor-et-al-1982[10, 33]",
35A-lin,lin,Lingala,35A,Plurality in Independent Personal Pronouns,Person-number stem + pronominal plural affix,"Toporova-1973[42, 99]",
35A-djr,djr,Djaru,35A,Plurality in Independent Personal Pronouns,Person-number stem + pronominal plural affix,Tsunoda-1981[64-67],
35A-ctm,ctm,Chitimacha,35A,Plurality in Independent Personal Pronouns,Person-number stem,Swadesh-1946b[327],
35A-kmk,kmk,Kalmyk,35A,Plurality in Independent Personal Pronouns,Person stem + pronominal plural affix,Todaeva-1968[42],
35A-chp,chp,Chipewyan,35A,Plurality in Independent Personal Pronouns,Person-number stem + pronominal plural affix,Richardson-1968[421],
35A-ppi,ppi,Pitta Pitta,35A,Plurality in Independent Personal Pronouns,Person-number stem,Blake-1979c[194-195],
35A-tol,tol,Tol,35A,Plurality in Independent Personal Pronouns,Person-number stem,Holt-1999a[39-40],
35A-ccp,ccp,Cocopa,35A,Plurality in Independent Personal Pronouns,Number-indifferent pronouns,Crawford-1966[108],
35A-fut,fut,Futuna-Aniwa,35A,Plurality in Independent Personal Pronouns,Person-number stem + pronominal plural affix,Dougherty-1983[33],
35A-kam,kam,Kambera,35A,Plurality in Independent Personal Pronouns,Person-number affixes,Klamer-1998[129],
35A-nbr,nbr,Ngäbere,35A,Plurality in Independent Personal Pronouns,Person-number stem + pronominal plural affix,Alphonse-1956[7-8],
