ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
4A-kgi,kgi,Konyagi,4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Santos-1977,
4A-cve,cve,Chuave,4A,Voicing in Plosives and Fricatives,In plosives alone,Thurman-1970,
4A-nbk,nbk,Natügu,4A,Voicing in Plosives and Fricatives,No voicing contrast,Wurm-1972b,
4A-ach,ach,Aché,4A,Voicing in Plosives and Fricatives,No voicing contrast,Susnik-1974,
4A-aiz,aiz,Aizi,4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Herault-1971,
4A-brb,brb,Bariba,4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Welmers-1952a,
4A-koh,koh,Kohumono,4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Cook-1969b,
4A-mrn,mrn,Maranao,4A,Voicing in Plosives and Fricatives,In plosives alone,McKaughan-1958;McKaughan-and-Macaraya-1967,
4A-mxm,mxm,Mixtec (Molinos),4A,Voicing in Plosives and Fricatives,In fricatives alone,Hunter-and-Pike-1969,
4A-sab,sab,Sa'ban,4A,Voicing in Plosives and Fricatives,In plosives alone,Clayre-1973,
4A-tks,tks,Teke (Southern),4A,Voicing in Plosives and Fricatives,In plosives alone,Paulian-1975,
4A-wdo,wdo,Western Desert (Ooldea),4A,Voicing in Plosives and Fricatives,No voicing contrast,Douglas-1955;Douglas-1964,
4A-wuc,wuc,Wu (Changzhou),4A,Voicing in Plosives and Fricatives,In fricatives alone,Chao-1970,
4A-ald,ald,Alladian,4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Dumestre-and-Duponchel-1971;Duponchel-1971,
4A-bki,bki,Bakairí,4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Wheatley-1969;Wheatley-1973,
4A-brd,brd,Bardi,4A,Voicing in Plosives and Fricatives,No voicing contrast,Metcalfe-1971,
4A-bee,bee,Beembe,4A,Voicing in Plosives and Fricatives,In fricatives alone,Jacquot-1962;Jacquot-1981,
4A-bbf,bbf,Bobo Madaré (Northern),4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Morse-1976;Bris-and-Prost-1981,
4A-brw,brw,Bru (Western),4A,Voicing in Plosives and Fricatives,In plosives alone,Thongkum-1979,
4A-cad,cad,Caddo,4A,Voicing in Plosives and Fricatives,In plosives alone,Chafe-1976;Chafe-1979,
4A-dad,dad,Dadibi,4A,Voicing in Plosives and Fricatives,No voicing contrast,MacDonald-1973,
4A-ddf,ddf,Daju (Dar Fur),4A,Voicing in Plosives and Fricatives,In plosives alone,Thelwall-1981;Tucker-and-Bryan-1966,
4A-dnw,dnw,Dangaléat (Western),4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Fedry-1977,
4A-dar,dar,Darai,4A,Voicing in Plosives and Fricatives,In plosives alone,Kotapish-and-Kotapish-1973;Kotapish-and-Kotapish-1975,
4A-det,det,Deti,4A,Voicing in Plosives and Fricatives,In plosives alone,Vossen-1997,
4A-dts,dts,Toro So,4A,Voicing in Plosives and Fricatives,In plosives alone,Bendor-Samuel-et-al-1989;Plungian-1995,
4A-fuz,fuz,Fuzhou,4A,Voicing in Plosives and Fricatives,No voicing contrast,Chan-1985;Chen-and-Norman-1965;Hanyu-1960;Norman-1988,
4A-gla,gla,Gelao,4A,Voicing in Plosives and Fricatives,In fricatives alone,He-1981;He-1983,
4A-had,had,Hadza,4A,Voicing in Plosives and Fricatives,In plosives alone,Sands-et-al-1996;Tucker-et-al-1977,
4A-hba,hba,Hebrew (Modern Ashkenazic),4A,Voicing in Plosives and Fricatives,In plosives alone,Bolozky-1978;Bolozky-1997,
4A-ird,ird,Irish (Donegal),4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Ni-Chasaide-1999;O-Dochartaigh-1992,
4A-iso,iso,Isoko,4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Donwa-1982,
4A-ivs,ivs,Ivatan (Southern),4A,Voicing in Plosives and Fricatives,In plosives alone,Cottle-and-Cottle-1958;Heye-and-Hidalgo-1967;Hidalgo-and-Hidalgo-1971,
4A-jpr,jpr,Japreria,4A,Voicing in Plosives and Fricatives,In plosives alone,Durbin-and-Seijas-1972,
4A-jom,jom,Jomang,4A,Voicing in Plosives and Fricatives,No voicing contrast,Schadeberg-1981a,
4A-kzh,kzh,Kam (Zhanglu),4A,Voicing in Plosives and Fricatives,No voicing contrast,Zheng-and-Quan-1988,
4A-ked,ked,Kedang,4A,Voicing in Plosives and Fricatives,In plosives alone,Korner-1985;Samely-1991,
4A-kss,kss,Kisi (Southern),4A,Voicing in Plosives and Fricatives,No voicing contrast,Childs-1995,
4A-kpa,kpa,Kpan,4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Shimizu-1971,
4A-lkk,lkk,Lakkia,4A,Voicing in Plosives and Fricatives,No voicing contrast,Haudricourt-1967;Solnit-1988,
4A-lam,lam,Lamé,4A,Voicing in Plosives and Fricatives,In both plosives and fricatives,Sachnine-1982,
4A-lua,lua,Lua,4A,Voicing in Plosives and Fricatives,In plosives alone,Boyeldieu-1985,
