ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
49A-bec,bec,Bengali (Chittagong),49A,Number of Cases,6-7 cases,"Ucida-1970[29-45, 52-53]",
49A-tda,tda,Toda,49A,Number of Cases,10 or more cases,Emeneau-1984[69-89],
49A-frw,frw,Frisian (Western),49A,Number of Cases,No morphological case-marking,"Tiersma-1985[54-55, 61-65]",
49A-ots,ots,Otomí (Sierra),49A,Number of Cases,No morphological case-marking,Voigtlander-and-Echegoyen-1985[passim],
49A-mdr,mdr,Madurese,49A,Number of Cases,No morphological case-marking,Davies-1999[passim],
49A-tts,tts,Tati (Southern),49A,Number of Cases,2 cases,"Yar-Shater-1969[73-78, 86-90, 96-106, 117-124, 147-162]",
49A-rka,rka,Romani (Kalderash),49A,Number of Cases,6-7 cases,"Boretzky-1994[31-47, 52-54, 100-111, 116-118]",
49A-kly,kly,Kala Lagaw Ya,49A,Number of Cases,8-9 cases,Bani-and-Klokeid-1972[73-89];Comrie-1981a[6-12],
49A-arb,arb,Arabela,49A,Number of Cases,8-9 cases,"Rich-1999[34-43, 45-47, 72-77, 81]",
49A-ilo,ilo,Ilocano,49A,Number of Cases,No morphological case-marking,"Rubino-2000[XLI-XLV, LII-LIV]",
49A-kls,kls,Kalispel,49A,Number of Cases,6-7 cases,"Thomason-and-Everett-1993[319-323];Vogt-1940[27, 33-38, 66-70]",
49A-kin,kin,Kinyarwanda,49A,Number of Cases,No morphological case-marking,Kimenyi-1980[173-174],
49A-ale,ale,Aleut,49A,Number of Cases,2 cases,"Bergsland-1997[47-50, 54, 56-58, 67-82, 126-127, 130-133, 138-139, 149-161]",
49A-fua,fua,Fula (Cameroonian),49A,Number of Cases,No morphological case-marking,"Arnott-1970[139-148, App. 3]",
49A-ywl,ywl,Yawelmani,49A,Number of Cases,6-7 cases,"Newman-1944[195-204, 211-214, 227-232]",
49A-amu,amu,Yanesha',49A,Number of Cases,Exclusively borderline case-marking,"Duff-Tripp-1997[47-48, 67]",
49A-gim,gim,Gimira,49A,Number of Cases,6-7 cases,"Breeze-1990[11-14, 38, 40-42]",
49A-cba,cba,Chumash (Barbareño),49A,Number of Cases,No morphological case-marking,Wash-2001[passim],
49A-don,don,Dong,49A,Number of Cases,No morphological case-marking,Long-and-Zheng-1998[passim],
49A-tvl,tvl,Tuvaluan,49A,Number of Cases,No morphological case-marking,"Besnier-2000[264-291, 311-323, 335-344, 374-379, 386-387, 395-405]",
49A-urd,urd,Urdu,49A,Number of Cases,2 cases,"Schmidt-1999[7-12, 15-24, 27-28, 68-80]",
49A-moe,moe,Mordvin (Erzya),49A,Number of Cases,10 or more cases,Zaicz-1998[191-197],
49A-hmi,hmi,Huitoto (Minica),49A,Number of Cases,6-7 cases,Minor-et-al-1982[36-39],
49A-udm,udm,Udmurt,49A,Number of Cases,10 or more cases,"Winkler-2001[16-30, 33-36]",
49A-kmb,kmb,Kombai,49A,Number of Cases,No morphological case-marking,de-Vries-1989[176-178],
49A-hua,hua,Hua,49A,Number of Cases,8-9 cases,"Haiman-1980[215-216, 227-248, 271, 276-278]",
49A-sno,sno,Saami (Northern),49A,Number of Cases,6-7 cases,"Nickel-1994[69-79, 83, 87-94, 96-98, 103-122]",
49A-was,was,Washo,49A,Number of Cases,Exclusively borderline case-marking,"Jacobsen-1964[405-407, 441-445, 502-503, 666]",
49A-udh,udh,Udihe,49A,Number of Cases,8-9 cases,"Nikolaeva-and-Tolskaya-2001[106, 110-111, 118-127, 141-147]",
49A-kos,kos,Kosraean,49A,Number of Cases,No morphological case-marking,"Lee-1975[60-62, 99-103, 136-145, 246-247, 249-250]",
49A-snh,snh,Sinhala,49A,Number of Cases,5 cases,"Gair-and-Paolillo-1997[17-21, 28, 31-33]",
49A-ctl,ctl,Catalan,49A,Number of Cases,No morphological case-marking,Wheeler-et-al-1999[160-164],
