ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
32A-bys,bys,Bayso,32A,Systems of Gender Assignment,Semantic and formal,Corbett-and-Hayward-1987,
32A-def,def,Defaka,32A,Systems of Gender Assignment,Semantic,Jenewari-1983[103-106],
32A-fgu,fgu,Fula (Guinean),32A,Systems of Gender Assignment,Semantic and formal,Koval-1979,
32A-ylb,ylb,Yulparija,32A,Systems of Gender Assignment,No gender,Burridge-1996,
32A-yaz,yaz,Yazgulyam,32A,Systems of Gender Assignment,Semantic,"Payne-1989b[429];Efimov-1975[44, 87-88]",
32A-nyh,nyh,Nyiha,32A,Systems of Gender Assignment,Semantic and formal,Busse-1960[31-38],
32A-pil,pil,Pileni,32A,Systems of Gender Assignment,No gender,Naess-2000,
32A-pmc,pmc,Pomo (Central),32A,Systems of Gender Assignment,No gender,Mithun-1990,
32A-agw,agw,Alagwa,32A,Systems of Gender Assignment,Semantic and formal,Mous-nd,
32A-gdi,gdi,Godié,32A,Systems of Gender Assignment,Semantic and formal,Marchese-1988,
32A-ren,ren,Rendille,32A,Systems of Gender Assignment,Semantic and formal,Oomen-1981;Pillinger-1989,
32A-tho,tho,Thompson,32A,Systems of Gender Assignment,No gender,Thompson-et-al-1996,
32A-smt,smt,Sahaptin (Umatilla),32A,Systems of Gender Assignment,No gender,Rigsby-and-Rude-1996,
32A-tsz,tsz,Tsez,32A,Systems of Gender Assignment,Semantic and formal,Comrie-and-Polinsky-1999,
32A-tap,tap,Taiap,32A,Systems of Gender Assignment,Semantic,Kulick-and-Stroud-1992[206-207],
32A-abo,abo,Arbore,32A,Systems of Gender Assignment,Semantic and formal,"Hayward-1984[131-132, 159-184]",
32A-ngg,ngg,Ngan'gityemerri,32A,Systems of Gender Assignment,Semantic,Reid-1997,
32A-khk,khk,Khakas,32A,Systems of Gender Assignment,No gender,Anderson-1998[5],
32A-ork,ork,Orok,32A,Systems of Gender Assignment,No gender,Petrova-1967,
32A-saw,saw,Sawu,32A,Systems of Gender Assignment,No gender,Walker-1982,
32A-nym,nym,Nyamwezi,32A,Systems of Gender Assignment,Semantic and formal,Maganga-and-Schadeberg-1992[57-73],
32A-ale,ale,Aleut,32A,Systems of Gender Assignment,No gender,Bergsland-1997,
32A-qaf,qaf,Qafar,32A,Systems of Gender Assignment,Semantic and formal,Corbett-1991[51-52];Parker-and-Hayward-1985[225],
32A-mny,mny,Margany,32A,Systems of Gender Assignment,No gender,Breen-1981a,
32A-wat,wat,Watjarri,32A,Systems of Gender Assignment,No gender,Douglas-1981,
32A-abn,abn,Arabana,32A,Systems of Gender Assignment,No gender,Hercus-1994,
32A-chi,chi,Chimariko,32A,Systems of Gender Assignment,No gender,Dixon-1910,
32A-khl,khl,Khalaj,32A,Systems of Gender Assignment,No gender,Doerfer-1988,
32A-cic,cic,Chichewa,32A,Systems of Gender Assignment,Semantic and formal,Corbett-and-Mtenje-1987,
32A-don,don,Dong,32A,Systems of Gender Assignment,No gender,Long-and-Zheng-1998[113],
32A-god,god,Godoberi,32A,Systems of Gender Assignment,Semantic,Kibrik-1996,
32A-tvl,tvl,Tuvaluan,32A,Systems of Gender Assignment,No gender,Besnier-2000[367],
32A-tot,tot,Totonac (Misantla),32A,Systems of Gender Assignment,No gender,MacKay-1991,
32A-lin,lin,Lingala,32A,Systems of Gender Assignment,Semantic and formal,Toporova-1973[23-36],
32A-djr,djr,Djaru,32A,Systems of Gender Assignment,No gender,Tsunoda-1981,
32A-hay,hay,Hayu,32A,Systems of Gender Assignment,No gender,Michailovsky-1988,
32A-asy,asy,Arabic (Syrian),32A,Systems of Gender Assignment,Semantic and formal,Cowell-1964[372-376],
32A-kol,kol,Kolami,32A,Systems of Gender Assignment,Semantic,"Emeneau-1955[55, 73]",
32A-mos,mos,Mosetén,32A,Systems of Gender Assignment,Semantic and formal,Sakel-2002b,
32A-diz,diz,Dizi,32A,Systems of Gender Assignment,Semantic,Allan-1976b,
32A-ppi,ppi,Pitta Pitta,32A,Systems of Gender Assignment,Semantic,Blake-1979c[193-195],
32A-tol,tol,Tol,32A,Systems of Gender Assignment,No gender,Holt-1999a,
32A-ccp,ccp,Cocopa,32A,Systems of Gender Assignment,No gender,Crawford-1966[passim],
32A-kam,kam,Kambera,32A,Systems of Gender Assignment,No gender,Klamer-1998,
32A-shn,shn,Shona,32A,Systems of Gender Assignment,Semantic and formal,Fortune-1955[50-105];Brauner-1995[20-30],
32A-kgz,kgz,Kirghiz,32A,Systems of Gender Assignment,No gender,Hebert-and-Poppe-1963[9],
32A-mlt,mlt,Maltese,32A,Systems of Gender Assignment,Semantic and formal,Borg-and-Azzopardi-Alexander-1997,
32A-err,err,Erromangan,32A,Systems of Gender Assignment,No gender,Crowley-1998a,
32A-ukr,ukr,Ukrainian,32A,Systems of Gender Assignment,Semantic and formal,Shevelov-1993,
32A-bbw,bbw,Bininj Gun-Wok,32A,Systems of Gender Assignment,Semantic,Evans-et-al-2002;Evans-1997,
32A-tib,tib,Tibetan (Standard Spoken),32A,Systems of Gender Assignment,No gender,Denwood-1999,
32A-zan,zan,Zande,32A,Systems of Gender Assignment,Semantic,Claudi-1985;Corbett-1991[14-15],
32A-yel,yel,Yelî Dnye,32A,Systems of Gender Assignment,No gender,Henderson-1995,
32A-oji,oji,Ojibwa (Eastern),32A,Systems of Gender Assignment,Semantic,Bloomfield-1957[31-32];Corbett-1991[20-22];Black-Rogers-1982,
32A-snc,snc,Seneca,32A,Systems of Gender Assignment,Semantic,Chafe-1996[561-562],
32A-srn,srn,Sirionó,32A,Systems of Gender Assignment,No gender,Firestone-1965,
32A-uhi,uhi,Uradhi,32A,Systems of Gender Assignment,No gender,Crowley-1983,
32A-ite,ite,Itelmen,32A,Systems of Gender Assignment,No gender,Georg-and-Volodin-1999,
32A-lel,lel,Lele,32A,Systems of Gender Assignment,Semantic and formal,Frajzyngier-2001[55-56],
32A-gae,gae,Gaelic (Scots),32A,Systems of Gender Assignment,Semantic and formal,MacAulay-1992b[208],
32A-guu,guu,Guugu Yimidhirr,32A,Systems of Gender Assignment,No gender,Haviland-1979,
32A-bab,bab,Babungo,32A,Systems of Gender Assignment,Semantic and formal,Schaub-1985[171-192],
32A-nca,nca,Nicobarese (Car),32A,Systems of Gender Assignment,Semantic,"Braine-1970[103-108, 134-138]",
32A-tid,tid,Tidore,32A,Systems of Gender Assignment,Semantic,van-Staden-2000[77-81],
32A-arg,arg,Arabic (Gulf),32A,Systems of Gender Assignment,Semantic and formal,Holes-1990[155-157],
32A-mns,mns,Mansi,32A,Systems of Gender Assignment,No gender,Honti-1988,
32A-arc,arc,Archi,32A,Systems of Gender Assignment,Semantic,Kibrik-et-al-1977[55-66];Corbett-1991[27-29],
32A-miy,miy,Miya,32A,Systems of Gender Assignment,Semantic and formal,Schuh-1998[190-198],
32A-uzb,uzb,Uzbek,32A,Systems of Gender Assignment,No gender,Sjoberg-1963,
32A-ykt,ykt,Yakut,32A,Systems of Gender Assignment,No gender,Stachowski-and-Menz-1998,
32A-tgr,tgr,Tigré,32A,Systems of Gender Assignment,Semantic and formal,Raz-1997,
32A-hat,hat,Hatam,32A,Systems of Gender Assignment,No gender,Reesink-1999,
32A-mok,mok,Mokilese,32A,Systems of Gender Assignment,No gender,Harrison-and-Albert-1976,
32A-ret,ret,Retuarã,32A,Systems of Gender Assignment,Semantic,"Strom-1992[10-11, 34-36, 45-47]",
32A-pal,pal,Palauan,32A,Systems of Gender Assignment,No gender,Josephs-1975,
32A-psh,psh,Pashto,32A,Systems of Gender Assignment,Semantic and formal,Penzl-1955[44-60],
32A-kis,kis,Kisi,32A,Systems of Gender Assignment,Semantic and formal,"Childs-1995[148-150, 162-170]",
32A-cax,cax,Campa (Axininca),32A,Systems of Gender Assignment,Semantic,Payne-1981[34],
32A-kon,kon,Kongo,32A,Systems of Gender Assignment,Semantic and formal,Carter-and-Makoondekwa-1987[24-27],
