ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
47A-urh,urh,Urhobo,47A,Intensifiers and Reflexive Pronouns,Identical,Awoyale-1986[4],
47A-jun,jun,Juang,47A,Intensifiers and Reflexive Pronouns,Identical,Patnaik-and-Subbarao-2000[842-847],
47A-ydd,ydd,Yiddish,47A,Intensifiers and Reflexive Pronouns,Differentiated,Katz-1987[124-125],
47A-ktt,ktt,Kott,47A,Intensifiers and Reflexive Pronouns,Differentiated,Werner-1997b[77-78],
47A-svk,svk,Slovak,47A,Intensifiers and Reflexive Pronouns,Differentiated,Short-1993c[547],
47A-tsa,tsa,Tsakhur,47A,Intensifiers and Reflexive Pronouns,Identical,,
47A-bgv,bgv,Bagvalal,47A,Intensifiers and Reflexive Pronouns,Identical,,
47A-ven,ven,Venda,47A,Intensifiers and Reflexive Pronouns,Differentiated,"Poulos-1990[101-103, 233-235]",
47A-snn,snn,Soninke,47A,Intensifiers and Reflexive Pronouns,Identical,,
47A-afr,afr,Afrikaans,47A,Intensifiers and Reflexive Pronouns,Identical,Donaldson-1993[290-298],
47A-pod,pod,Podoko,47A,Intensifiers and Reflexive Pronouns,Identical,,
47A-oya,oya,Oriya,47A,Intensifiers and Reflexive Pronouns,Identical,Ray-2000[579-583],
47A-kin,kin,Kinyarwanda,47A,Intensifiers and Reflexive Pronouns,Differentiated,Gasarabwe-1992,
47A-guj,guj,Gujarati,47A,Intensifiers and Reflexive Pronouns,Identical,Mistry-2000[332-341],
47A-god,god,Godoberi,47A,Intensifiers and Reflexive Pronouns,Identical,"Kibrik-1996[36-39, 217-221]",
47A-shn,shn,Shona,47A,Intensifiers and Reflexive Pronouns,Differentiated,,
47A-mlt,mlt,Maltese,47A,Intensifiers and Reflexive Pronouns,Identical,Borg-and-Azzopardi-Alexander-1997[98-103],
47A-miz,miz,Mizo,47A,Intensifiers and Reflexive Pronouns,Identical,Murthy-and-Subbarao-2000[779-787],
