ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
52A-arr,arr,Arrernte,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[197],
52A-auy,auy,Auyana,52A,Comitatives and Instrumentals,Differentiation,McKaughan-and-Marks-1973[183],
52A-bah,bah,Xiriana,52A,Comitatives and Instrumentals,Differentiation,Ramirez-1992[35];Stolz-1996[192],
52A-bou,bou,Berber (Wargla),52A,Comitatives and Instrumentals,Differentiation,Quitout-1997[125],
52A-lga,lga,Luangiua,52A,Comitatives and Instrumentals,Identity,Stolz-1996[186],
52A-rbu,rbu,Romani (Bugurdzi),52A,Comitatives and Instrumentals,Identity,Boretzky-1993[27],
52A-com,com,Comorian,52A,Comitatives and Instrumentals,Differentiation,Saleh-1989[77],
52A-ldn,ldn,Ladin,52A,Comitatives and Instrumentals,Identity,Alton-1968,
52A-les,les,Lese,52A,Comitatives and Instrumentals,Differentiation,Vorbichler-1965[91f],
52A-mjk,mjk,Manjaku,52A,Comitatives and Instrumentals,Differentiation,Buis-1990,
52A-pen,pen,Pengo,52A,Comitatives and Instrumentals,Mixed,Stolz-1996[188],
52A-srl,srl,Sorbian (Lower),52A,Comitatives and Instrumentals,Identity,Janas-1976,
52A-tbs,tbs,Tabassaran,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[189],
52A-ktt,ktt,Kott,52A,Comitatives and Instrumentals,Differentiation,Werner-1997b,
52A-myo,myo,Mayo,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[193];Freeze-1989,
52A-ots,ots,Otomí (Sierra),52A,Comitatives and Instrumentals,Differentiation,Voigtlander-and-Echegoyen-1985,
52A-rmc,rmc,Romansch,52A,Comitatives and Instrumentals,Identity,Lausberg-1972,
52A-bnm,bnm,Binumarien,52A,Comitatives and Instrumentals,Differentiation,Oatridge-et-al-1973[557],
52A-cog,cog,Cogui,52A,Comitatives and Instrumentals,Differentiation,Preuss-1926,
52A-dug,dug,Dullay (Gollango),52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[190],
52A-ena,ena,Enga,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[198],
52A-nkr,nkr,Nukuoro,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[199],
52A-ssh,ssh,Shinassha,52A,Comitatives and Instrumentals,Differentiation,Lamberti-1993a[65],
52A-col,col,Chol,52A,Comitatives and Instrumentals,Identity,Warkentin-and-Scott-1980[26f],
52A-iga,iga,Inga,52A,Comitatives and Instrumentals,Identity,Stolz-1996[185],
52A-kwe,kwe,Kanjobal (Western),52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[191],
52A-kwr,kwr,Kwamera,52A,Comitatives and Instrumentals,Identity,Lindstrom-and-Lynch-1994[18],
52A-owc,owc,Oromo (West-Central),52A,Comitatives and Instrumentals,Mixed,Griefenow-Mewis-and-Bitima-1994[163f 374],
52A-nmi,nmi,Nahuatl (Mecayapan Isthmus),52A,Comitatives and Instrumentals,Differentiation,"Wolgemuth-1981[171, 197]",
52A-crg,crg,Chiriguano,52A,Comitatives and Instrumentals,Differentiation,Dietrich-1986,
52A-kwm,kwm,Kwami,52A,Comitatives and Instrumentals,Differentiation,Leger-1994,
52A-mah,mah,Mari (Hill),52A,Comitatives and Instrumentals,Differentiation,Alhoniemi-1993,
52A-mxa,mxa,Mixtec (Atatlahuca),52A,Comitatives and Instrumentals,Identity,Alexander-1980[80],
52A-qay,qay,Quechua (Ayacucho),52A,Comitatives and Instrumentals,Mixed,Hartmann-1987,
52A-qch,qch,Quiché,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[193],
52A-toq,toq,Toqabaqita,52A,Comitatives and Instrumentals,Differentiation,Lichtenberk-1991[passim],
52A-cch,cch,Chocho,52A,Comitatives and Instrumentals,Identity,Veerman-Leichsenring-2000,
52A-mhu,mhu,Mbalanhu,52A,Comitatives and Instrumentals,Identity,Fourie-1993[19],
52A-des,des,Desano,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[192],
52A-tup,tup,Tupi,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[194],
52A-msh,msh,Marshallese,52A,Comitatives and Instrumentals,Differentiation,Bender-1993,
52A-yir,yir,Yir Yiront,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[200],
52A-srm,srm,Saramaccan,52A,Comitatives and Instrumentals,Mixed,Stolz-1996[188],
52A-gol,gol,Gola,52A,Comitatives and Instrumentals,Differentiation,Koroma-1994,
52A-laz,laz,Laz,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[189],
52A-psj,psj,Popoloca (San Juan Atzingo),52A,Comitatives and Instrumentals,Differentiation,Kalstrom-Dolson-et-al-1995,
52A-ven,ven,Venda,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[191],
52A-zaz,zaz,Zazaki,52A,Comitatives and Instrumentals,Identity,Paul-1998[292],
52A-fon,fon,Fongbe,52A,Comitatives and Instrumentals,Mixed,"Hoftmann-1993[114, 137]",
52A-nah,nah,Nahali,52A,Comitatives and Instrumentals,Differentiation,Stolz-1996[196],
52A-tik,tik,Tikar,52A,Comitatives and Instrumentals,Identity,Stolz-1996[185],
52A-xam,xam,/Xam,52A,Comitatives and Instrumentals,Identity,Stolz-1996[185],
