InventoryID_x,Source_x,LanguageCode_x,LanguageName_x,Glottocode_x,GlottologName_x,Trump_x,LanguageFamilyRoot_x,LanguageFamilyGenus_x,Country_x,Area_x,Population_x,Latitude_x,Longitude_x,Phonemes_x,Consonants_x,Tones_x,Vowels_x,InventoryID_y,Source_y,LanguageCode_y,LanguageName_y,Glottocode_y,GlottologName_y,Trump_y,LanguageFamilyRoot_y,LanguageFamilyGenus_y,Country_y,Area_y,Population_y,Latitude_y,Longitude_y,Phonemes_y,Consonants_y,Tones_y,Vowels_y,elevation
1,SPA,kor,Korean,kore1280,Korean,1,asis,Korean,"Korea, South",Asia,42000000,37.5,128.0,40,22,0,18,1.0,SPA,kor,Korean,kore1280,Korean,1.0,asis,Korean,"Korea, South",Asia,42000000,37.5,128.0,40.0,22.0,0.0,18.0,330.0666809082031
2,SPA,ket,Ket,kett1243,Ket,1,yeos,Yeniseian,Russian Federation,Europe,190,63.7551,87.5466,32,18,0,14,2.0,SPA,ket,Ket,kett1243,Ket,1.0,yeos,Yeniseian,Russian Federation,Europe,190,63.7551,87.5466,32.0,18.0,0.0,14.0,25.69062423706055
3,SPA,lbe,Lak,lakk1252,Lak,1,ncau,Lak-Dargwa,Russian Federation,Europe,157000,42.1328,47.0809,69,60,0,9,3.0,SPA,lbe,Lak,lakk1252,Lak,1.0,ncau,Lak-Dargwa,Russian Federation,Europe,157000,42.1328,47.0809,69.0,60.0,0.0,9.0,2169.640625
4,SPA,kbd,Kabardian,kaba1278,Kabardian,1,ncau,Northwest Caucasian,Russian Federation,Europe,520000,43.5082,43.3918,56,49,0,7,4.0,SPA,kbd,Kabardian,kaba1278,Kabardian,1.0,ncau,Northwest Caucasian,Russian Federation,Europe,520000,43.5082,43.3918,56.0,49.0,0.0,7.0,943.9383544921875
5,SPA,kat,Georgian,nucl1302,Nuclear Georgian,1,kart,Kartvelian,Georgia,Asia,3900000,39.3705,45.8066,35,29,0,6,5.0,SPA,kat,Georgian,nucl1302,Nuclear Georgian,1.0,kart,Kartvelian,Georgia,Asia,3900000,39.3705,45.8066,35.0,29.0,0.0,6.0,2204.326416015625
6,SPA,bsk,Burushaski,buru1296,Burushaski,1,asis,Burushaski,Pakistan,Asia,87000,36.2161,74.8236,53,38,3,12,6.0,SPA,bsk,Burushaski,buru1296,Burushaski,1.0,asis,Burushaski,Pakistan,Asia,87000,36.2161,74.8236,53.0,38.0,3.0,12.0,3413.1640625
7,SPA,kru,Kurukh,kuru1302,Kurukh,1,drav,Northern Dravidian,India,Asia,2050000,24.4644,86.4657,68,46,0,22,7.0,SPA,kru,Kurukh,kuru1302,Kurukh,1.0,drav,Northern Dravidian,India,Asia,2050000,24.4644,86.4657,68.0,46.0,0.0,22.0,314.5025634765625
8,SPA,tel,Telugu,telu1262,Telugu,2,drav,South-Central Dravidian,India,Asia,69600000,16.4529,78.7024,68,47,0,21,8.0,SPA,tel,Telugu,telu1262,Telugu,2.0,drav,South-Central Dravidian,India,Asia,69600000,16.4529,78.7024,68.0,47.0,0.0,21.0,469.2824096679688
9,SPA,kfe,Kota,kota1263,Kota (India),2,drav,Southern Dravidian,India,Asia,900,11.4978,76.9387,34,23,0,11,9.0,SPA,kfe,Kota,kota1263,Kota (India),2.0,drav,Southern Dravidian,India,Asia,900,11.4978,76.9387,34.0,23.0,0.0,11.0,921.4449462890625
10,SPA,unr,Mundari,mund1320,Mundari,2,ausa,Munda,India,Asia,1550000,25.0391,87.1792,37,32,0,5,10.0,SPA,unr,Mundari,mund1320,Mundari,2.0,ausa,Munda,India,Asia,1550000,25.0391,87.1792,37.0,32.0,0.0,5.0,50.86673736572266
11,SPA,khr,Kharia,khar1287,Kharia,3,ausa,Munda,India,Asia,292000,22.3571,84.3922,41,31,0,10,11.0,SPA,khr,Kharia,khar1287,Kharia,3.0,ausa,Munda,India,Asia,292000,22.3571,84.3922,41.0,31.0,0.0,10.0,359.5929870605469
12,SPA,kha,Khasi,khas1269,Khasi,1,ausa,Khasian,India,Asia,865000,24.976999999999997,91.9998,28,19,0,9,12.0,SPA,kha,Khasi,khas1269,Khasi,1.0,ausa,Khasian,India,Asia,865000,24.976999999999997,91.9998,28.0,19.0,0.0,9.0,26.0349178314209
13,SPA,sed,Sedang,seda1262,Sedang,1,ausa,Bahnaric,Viet Nam,Asia,101000,14.7793,108.027,53,39,0,14,13.0,SPA,sed,Sedang,seda1262,Sedang,1.0,ausa,Bahnaric,Viet Nam,Asia,101000,14.7793,108.027,53.0,39.0,0.0,14.0,1427.51220703125
14,SPA,khm,Cambodian,cent1989,Central Khmer,1,ausa,Khmer,Cambodia,Asia,12300000,12.0515,105.015,42,21,0,21,14.0,SPA,khm,Cambodian,cent1989,Central Khmer,1.0,ausa,Khmer,Cambodia,Asia,12300000,12.0515,105.015,42.0,21.0,0.0,21.0,12.00656414031982
15,SPA,vie,Vietnamese,viet1252,Vietnamese,1,ausa,Viet-Muong,Viet Nam,Asia,65800000,18.3887,106.757,39,21,6,12,15.0,SPA,vie,Vietnamese,viet1252,Vietnamese,1.0,ausa,Viet-Muong,Viet Nam,Asia,65800000,18.3887,106.757,39.0,21.0,6.0,12.0,-53.33661270141602
16,SPA,cmn,Mandarin Chinese,mand1415,Mandarin Chinese,2,sitb,Chinese,China,Asia,840000000,40.0209,116.228,43,27,4,12,16.0,SPA,cmn,Mandarin Chinese,mand1415,Mandarin Chinese,2.0,sitb,Chinese,China,Asia,840000000,40.0209,116.228,43.0,27.0,4.0,12.0,53.67814636230469
17,SPA,wuu,Wu,wuch1236,Wu Chinese,1,sitb,Chinese,China,Asia,77200000,29.8621,119.682,41,29,3,9,17.0,SPA,wuu,Wu,wuch1236,Wu Chinese,1.0,sitb,Chinese,China,Asia,77200000,29.8621,119.682,41.0,29.0,3.0,9.0,119.777587890625
18,SPA,hak,Hakka,hakk1236,Hakka Chinese,1,sitb,Chinese,China,Asia,25700000,25.0,116.0,31,21,4,6,18.0,SPA,hak,Hakka,hakk1236,Hakka Chinese,1.0,sitb,Chinese,China,Asia,25700000,25.0,116.0,31.0,21.0,4.0,6.0,404.9012451171875
19,SPA,yue,Cantonese,yuec1235,Yue Chinese,1,sitb,Chinese,China,Asia,52000000,23.0,113.0,32,22,5,5,19.0,SPA,yue,Cantonese,yuec1235,Yue Chinese,1.0,sitb,Chinese,China,Asia,52000000,23.0,113.0,32.0,22.0,5.0,5.0,7.168395042419434
20,SPA,ium,Yao,iumi1238,Iu Mien,1,hmom,Hmong-Mien,China,Asia,383000,20.83,101.17,49,35,6,8,20.0,SPA,ium,Yao,iumi1238,Iu Mien,1.0,hmom,Hmong-Mien,China,Asia,383000,20.83,101.17,49.0,35.0,6.0,8.0,1164.947509765625
21,SPA,dap,Dafla,nisi1239,Nisi (India),1,sitb,Tani,India,Asia,261000,27.3708,93.1284,27,16,2,9,21.0,SPA,dap,Dafla,nisi1239,Nisi (India),1.0,sitb,Tani,India,Asia,261000,27.3708,93.1284,27.0,16.0,2.0,9.0,1753.069702148438
22,SPA,mya,Burmese,nucl1310,Nuclear Burmese,1,sitb,Burmese-Lolo,Myanmar,Asia,32000000,20.7926,93.9665,50,34,3,13,22.0,SPA,mya,Burmese,nucl1310,Nuclear Burmese,1.0,sitb,Burmese-Lolo,Myanmar,Asia,32000000,20.7926,93.9665,50.0,34.0,3.0,13.0,904.4024047851562
23,SPA,lhu,Lahu,lahu1253,Lahu,1,sitb,Burmese-Lolo,China,Asia,280000,21.2701,100.214,40,26,5,9,23.0,SPA,lhu,Lahu,lahu1253,Lahu,1.0,sitb,Burmese-Lolo,China,Asia,280000,21.2701,100.214,40.0,26.0,5.0,9.0,1238.193725585938
24,SPA,grt,Garo,garo1247,Garo,2,sitb,Bodo-Garo,India,Asia,780000,25.2954,90.462,26,21,0,5,24.0,SPA,grt,Garo,garo1247,Garo,2.0,sitb,Bodo-Garo,India,Asia,780000,25.2954,90.462,26.0,21.0,0.0,5.0,175.4031829833984
25,SPA,ksw,Karen,sgaw1245,S'gaw Karen,1,sitb,Karen,Myanmar,Asia,1280000,17.9872,97.7126,39,27,3,9,25.0,SPA,ksw,Karen,sgaw1245,S'gaw Karen,1.0,sitb,Karen,Myanmar,Asia,1280000,17.9872,97.7126,39.0,27.0,3.0,9.0,351.9111633300781
26,SPA,lbc,Lakkia,lakk1238,Lakkia,1,taik,Kadai,China,Asia,12000,24.1169,110.10600000000001,59,31,6,22,26.0,SPA,lbc,Lakkia,lakk1238,Lakkia,1.0,taik,Kadai,China,Asia,12000,24.1169,110.10600000000001,59.0,31.0,6.0,22.0,719.978515625
27,SPA,tha,Thai,thai1261,Thai,1,taik,Kam-Tai,Thailand,Asia,20200000,14.192,100.671,45,21,6,18,27.0,SPA,tha,Thai,thai1261,Thai,1.0,taik,Kam-Tai,Thailand,Asia,20200000,14.192,100.671,45.0,21.0,6.0,18.0,5.313576221466064
28,SPA,pcc,Yay,bouy1240,Bouyei,1,taik,Kam-Tai,China,Asia,2600000,24.8484,106.18700000000001,38,24,6,8,28.0,SPA,pcc,Yay,bouy1240,Bouyei,1.0,taik,Kam-Tai,China,Asia,2600000,24.8484,106.18700000000001,38.0,24.0,6.0,8.0,523.852294921875
29,SPA,cja,Cham,west2650,Western Cham,1,anes,Malayic,Cambodia,Asia,290000,12.4771,104.02600000000001,35,24,2,9,29.0,SPA,cja,Cham,west2650,Western Cham,1.0,anes,Malayic,Cambodia,Asia,290000,12.4771,104.02600000000001,35.0,24.0,2.0,9.0,37.95589065551758
30,SPA,tay,Atayal,atay1247,Atayal,1,anes,Atayalic,Taiwan,Asia,84300,24.5209,121.38799999999999,27,19,0,8,30.0,SPA,tay,Atayal,atay1247,Atayal,1.0,anes,Atayalic,Taiwan,Asia,84300,24.5209,121.38799999999999,27.0,19.0,0.0,8.0,1993.759765625
31,SPA,plt,Malagasy,plat1254,Plateau Malagasy,1,anes,Barito,Madagascar,Africa,7520000,-19.5907,47.1211,36,31,0,5,31.0,SPA,plt,Malagasy,plat1254,Plateau Malagasy,1.0,anes,Barito,Madagascar,Africa,7520000,-19.5907,47.1211,36.0,31.0,0.0,5.0,1904.470703125
32,SPA,zsm,Malay,stan1306,Standard Malay,1,anes,Malayic,Malaysia,Asia,1,3.0889599999999997,101.699,27,21,0,6,32.0,SPA,zsm,Malay,stan1306,Standard Malay,1.0,anes,Malayic,Malaysia,Asia,1,3.0889599999999997,101.699,27.0,21.0,0.0,6.0,92.8347396850586
33,SPA,btx,Batak,bata1293,Batak Karo,2,anes,Sumatra,Indonesia,Asia,600000,2.12787,98.2517,21,16,0,5,33.0,SPA,btx,Batak,bata1293,Batak Karo,2.0,anes,Sumatra,Indonesia,Asia,600000,2.12787,98.2517,21.0,16.0,0.0,5.0,73.91654205322266
34,SPA,snv,Saban,saba1265,Sa'ban,1,anes,Northwest Malayo-Polynesian,Malaysia,Asia,1110,3.5872300000000004,115.664,46,38,0,8,34.0,SPA,snv,Saban,saba1265,Sa'ban,1.0,anes,Northwest Malayo-Polynesian,Malaysia,Asia,1110,3.5872300000000004,115.664,46.0,38.0,0.0,8.0,1116.626342773438
35,SPA,sun,Sundanese,sund1252,Sundanese,1,anes,Sundanese,Indonesia,Asia,34000000,-6.89708,107.10600000000001,26,19,0,7,35.0,SPA,sun,Sundanese,sund1252,Sundanese,1.0,anes,Sundanese,Indonesia,Asia,34000000,-6.89708,107.10600000000001,26.0,19.0,0.0,7.0,762.9066162109375
36,SPA,jav,Javanese,java1254,Javanese,2,anes,Javanese,Indonesia,Asia,84300000,-0.572307,110.885,30,22,0,8,36.0,SPA,jav,Javanese,java1254,Javanese,2.0,anes,Javanese,Indonesia,Asia,84300000,-0.572307,110.885,30.0,22.0,0.0,8.0,363.4140014648438
37,SPA,tgl,Tagalog,taga1270,Tagalog,2,anes,Meso-Philippine,Philippines,Asia,21500000,14.06,121.74700000000001,28,18,0,10,37.0,SPA,tgl,Tagalog,taga1270,Tagalog,2.0,anes,Meso-Philippine,Philippines,Asia,21500000,14.06,121.74700000000001,28.0,18.0,0.0,10.0,202.9631958007812
38,SPA,cha,Chamorro,cham1312,Chamorro,1,anes,Chamorro,Guam,Pacific,62500,14.3307,145.276,36,30,0,6,38.0,SPA,cha,Chamorro,cham1312,Chamorro,1.0,anes,Chamorro,Guam,Pacific,62500,14.3307,145.276,36.0,30.0,0.0,6.0,-1099.904296875
39,SPA,iai,Iai,iaai1238,Iaai,1,anes,Oceanic,New Caledonia,Pacific,1560,-20.6301,166.59,52,33,0,19,39.0,SPA,iai,Iai,iaai1238,Iaai,1.0,anes,Oceanic,New Caledonia,Pacific,1560,-20.6301,166.59,52.0,33.0,0.0,19.0,-679.3632202148438
40,SPA,khl,Kaliai,lusi1240,Lusi,1,anes,Oceanic,Papua New Guinea,Pacific,2000,-5.550330000000001,149.148,28,18,0,10,40.0,SPA,khl,Kaliai,lusi1240,Lusi,1.0,anes,Oceanic,Papua New Guinea,Pacific,2000,-5.550330000000001,149.148,28.0,18.0,0.0,10.0,118.5248184204102
41,SPA,adz,Adzera,adze1240,Adzera,1,anes,Oceanic,Papua New Guinea,Pacific,28900,-6.39394,146.29399999999998,25,18,0,7,41.0,SPA,adz,Adzera,adze1240,Adzera,1.0,anes,Oceanic,Papua New Guinea,Pacific,28900,-6.39394,146.29399999999998,25.0,18.0,0.0,7.0,365.545166015625
42,SPA,mri,Maori,maor1246,Maori,1,anes,Oceanic,New Zealand,Pacific,60000,-38.2881,176.541,20,10,0,10,42.0,SPA,mri,Maori,maor1246,Maori,1.0,anes,Oceanic,New Zealand,Pacific,60000,-38.2881,176.541,20.0,10.0,0.0,10.0,463.4389038085938
43,SPA,haw,Hawaiian,hawa1245,Hawaiian,1,anes,Oceanic,United States,America,1000,19.6297,-155.43,19,9,0,10,43.0,SPA,haw,Hawaiian,hawa1245,Hawaiian,1.0,anes,Oceanic,United States,America,1000,19.6297,-155.43,19.0,9.0,0.0,10.0,2077.04541015625
44,SPA,ant,Western Desert,anta1253,Antakarinya,1,aust,Pama-Nyungan,Australia,Pacific,50,-27.1152,134.838,23,17,0,6,44.0,SPA,ant,Western Desert,anta1253,Antakarinya,1.0,aust,Pama-Nyungan,Australia,Pacific,50,-27.1152,134.838,23.0,17.0,0.0,6.0,182.9397430419922
45,SPA,nna,Nyangumata,nyan1301,Nyangumarta,1,aust,Pama-Nyungan,Australia,Pacific,260,-20.6271,121.391,27,20,0,7,45.0,SPA,nna,Nyangumata,nyan1301,Nyangumarta,1.0,aust,Pama-Nyungan,Australia,Pacific,260,-20.6271,121.391,27.0,20.0,0.0,7.0,249.0107269287109
46,SPA,kjn,Kunjen,kunj1245,Kunjen,1,aust,Pama-Nyungan,Australia,Pacific,20,-16.6807,143.53,28,23,0,5,46.0,SPA,kjn,Kunjen,kunj1245,Kunjen,1.0,aust,Pama-Nyungan,Australia,Pacific,20,-16.6807,143.53,28.0,23.0,0.0,5.0,145.4102325439453
47,SPA,zmr,Maranungku,mara1386,Maranunggu,1,aust,Western Daly,Australia,Pacific,15,-13.6754,130.12,24,19,0,5,47.0,SPA,zmr,Maranungku,mara1386,Maranunggu,1.0,aust,Western Daly,Australia,Pacific,15,-13.6754,130.12,24.0,19.0,0.0,5.0,36.99839782714844
48,SPA,mph,Maung,maun1240,Maung,1,aust,Iwaidjan,Australia,Pacific,240,-11.8393,133.185,24,19,0,5,48.0,SPA,mph,Maung,maun1240,Maung,1.0,aust,Iwaidjan,Australia,Pacific,240,-11.8393,133.185,24.0,19.0,0.0,5.0,36.93753814697266
49,SPA,nuy,Nunggubuyu,nung1290,Nunggubuyu,1,aust,Nunggubuyu,Australia,Pacific,360,-14.2623,135.753,24,19,0,5,49.0,SPA,nuy,Nunggubuyu,nung1290,Nunggubuyu,1.0,aust,Nunggubuyu,Australia,Pacific,360,-14.2623,135.753,24.0,19.0,0.0,5.0,6.487837314605713
50,SPA,alh,Alawa,alaw1244,Alawa,1,aust,Maran,Australia,Pacific,18,-15.5458,134.282,28,23,0,5,50.0,SPA,alh,Alawa,alaw1244,Alawa,1.0,aust,Maran,Australia,Pacific,18,-15.5458,134.282,28.0,23.0,0.0,5.0,156.3153076171875
51,SPA,wim,Wik-Munkan,wikm1247,Wik-Mungkan,1,aust,Pama-Nyungan,Australia,Pacific,840,-13.9805,141.816,23,13,0,10,51.0,SPA,wim,Wik-Munkan,wikm1247,Wik-Mungkan,1.0,aust,Pama-Nyungan,Australia,Pacific,840,-13.9805,141.816,23.0,13.0,0.0,10.0,23.77367973327637
52,SPA,set,Sentani,nucl1632,Nuclear Nuclear Sentani,1,trng,Sentani,Indonesia,Asia,30000,-2.6013,140.512,17,10,0,7,52.0,SPA,set,Sentani,nucl1632,Nuclear Nuclear Sentani,1.0,trng,Sentani,Indonesia,Asia,30000,-2.6013,140.512,17.0,10.0,0.0,7.0,256.8151245117188
53,SPA,kmo,Washkuk,kwom1262,Kwoma,1,sepr,Middle Sepik,Papua New Guinea,Pacific,3000,-4.08721,142.664,31,24,0,7,53.0,SPA,kmo,Washkuk,kwom1262,Kwoma,1.0,sepr,Middle Sepik,Papua New Guinea,Pacific,3000,-4.08721,142.664,31.0,24.0,0.0,7.0,41.99986267089844
54,SPA,tml,Asmat,tamn1235,Tamnim Citak,1,trng,Asmat-Kamoro,Indonesia,Asia,290,-5.579619999999999,139.233,19,14,0,5,54.0,SPA,tml,Asmat,tamn1235,Tamnim Citak,1.0,trng,Asmat-Kamoro,Indonesia,Asia,290,-5.579619999999999,139.233,19.0,14.0,0.0,5.0,20.85622596740723
55,SPA,tlf,Telefol,tele1256,Telefol,1,trng,Ok,Papua New Guinea,Pacific,5400,-5.07444,141.731,27,17,2,8,55.0,SPA,tlf,Telefol,tele1256,Telefol,1.0,trng,Ok,Papua New Guinea,Pacific,5400,-5.07444,141.731,27.0,17.0,2.0,8.0,1871.476318359375
56,SPA,gaj,Gadsup,gads1258,Gadsup,1,trng,Eastern Highlands,Papua New Guinea,Pacific,22100,-6.31631,145.997,19,9,4,6,56.0,SPA,gaj,Gadsup,gads1258,Gadsup,1.0,trng,Eastern Highlands,Papua New Guinea,Pacific,22100,-6.31631,145.997,19.0,9.0,4.0,6.0,1523.719116210938
57,SPA,auy,Auyana,awiy1238,Awiyaana,1,trng,Eastern Highlands,Papua New Guinea,Pacific,11100,-6.54079,145.76,20,11,3,6,57.0,SPA,auy,Auyana,awiy1238,Awiyaana,1.0,trng,Eastern Highlands,Papua New Guinea,Pacific,11100,-6.54079,145.76,20.0,11.0,3.0,6.0,1642.185546875
58,SPA,kup,Kunimaipa,kuni1267,Kunimaipa,1,trng,Goilalan,Papua New Guinea,Pacific,8200,-8.09371,146.908,20,15,0,5,58.0,SPA,kup,Kunimaipa,kuni1267,Kunimaipa,1.0,trng,Goilalan,Papua New Guinea,Pacific,8200,-8.09371,146.908,20.0,15.0,0.0,5.0,2154.150634765625
59,SPA,spl,Selepet,sele1250,Selepet,1,trng,Finisterre-Huon,Papua New Guinea,Pacific,7000,-6.03532,147.234,21,15,0,6,59.0,SPA,spl,Selepet,sele1250,Selepet,1.0,trng,Finisterre-Huon,Papua New Guinea,Pacific,7000,-6.03532,147.234,21.0,15.0,0.0,6.0,603.8047485351562
60,SPA,nas,Nasioi,naas1242,Naasioi,1,epap,East Bougainville,Papua New Guinea,Pacific,20000,-6.46022,155.632,18,8,0,10,60.0,SPA,nas,Nasioi,naas1242,Naasioi,1.0,epap,East Bougainville,Papua New Guinea,Pacific,20000,-6.46022,155.632,18.0,8.0,0.0,10.0,802.2339477539062
61,SPA,ale,Aleut,aleu1260,Aleut,1,eska,Aleut,United States,America,300,52.1228,-174.29,36,30,0,6,61.0,SPA,ale,Aleut,aleu1260,Aleut,1.0,eska,Aleut,United States,America,300,52.1228,-174.29,36.0,30.0,0.0,6.0,48.26949310302734
62,SPA,kal,Inuit,kala1399,Kalaallisut,1,eska,Eskimo,Greenland,America,47800,69.3761,-52.864,38,32,0,6,62.0,SPA,kal,Inuit,kala1399,Kalaallisut,1.0,eska,Eskimo,Greenland,America,47800,69.3761,-52.864,38.0,32.0,0.0,6.0,115.0469818115234
63,SPA,chp,Chipewyan,chip1261,Chipewyan,1,nadn,Athapaskan,Canada,America,9030,58.3637,-110.83200000000001,61,39,4,18,63.0,SPA,chp,Chipewyan,chip1261,Chipewyan,1.0,nadn,Athapaskan,Canada,America,9030,58.3637,-110.83200000000001,61.0,39.0,4.0,18.0,263.1824645996094
64,SPA,tol,Chasta Costa,tolo1259,Tolowa,2,nadn,Athapaskan,United States,America,4,41.9192,-124.1,44,29,0,15,64.0,SPA,tol,Chasta Costa,tolo1259,Tolowa,2.0,nadn,Athapaskan,United States,America,4,41.9192,-124.1,44.0,29.0,0.0,15.0,187.9550933837891
65,SPA,hup,Hupa,hupa1239,Hupa,1,nadn,Athapaskan,United States,America,8,41.0982,-123.68,42,35,0,7,65.0,SPA,hup,Hupa,hupa1239,Hupa,1.0,nadn,Athapaskan,United States,America,8,41.0982,-123.68,42.0,35.0,0.0,7.0,492.4745788574219
66,SPA,nav,Navaho,nava1243,Navajo,1,nadn,Athapaskan,United States,America,149000,36.2106,-110.08200000000001,54,36,2,16,66.0,SPA,nav,Navaho,nava1243,Navajo,1.0,nadn,Athapaskan,United States,America,149000,36.2106,-110.08200000000001,54.0,36.0,2.0,16.0,2113.96875
67,SPA,hdn,Haida,nort2938,Northern Haida,1,nadn,Haida,Canada,America,30,54.6931,-132.465,50,47,0,3,67.0,SPA,hdn,Haida,nort2938,Northern Haida,1.0,nadn,Haida,Canada,America,30,54.6931,-132.465,50.0,47.0,0.0,3.0,-178.9795379638672
68,SPA,squ,Squamish,squa1248,Squamish,1,sali,Central Salish,Canada,America,15,49.3231,-123.014,37,30,0,7,68.0,SPA,squ,Squamish,squa1248,Squamish,1.0,sali,Central Salish,Canada,America,15,49.3231,-123.014,37.0,30.0,0.0,7.0,242.0386657714844
69,SPA,str,Salish,stra1244,Straits Salish,2,sali,Central Salish,Canada,America,20,48.722,-123.037,43,36,0,7,69.0,SPA,str,Salish,stra1244,Straits Salish,2.0,sali,Central Salish,Canada,America,20,48.722,-123.037,43.0,36.0,0.0,7.0,-29.21442794799805
70,SPA,noo,Nootka,noot1239,Nootka,2,waka,Southern Wakashan,Canada,America,200,49.6212,-126.086,47,37,0,10,70.0,SPA,noo,Nootka,noot1239,Nootka,2.0,waka,Southern Wakashan,Canada,America,200,49.6212,-126.086,47.0,37.0,0.0,10.0,880.88134765625
71,SPA,kwk,Kwakiutl,kwak1269,Kwakiutl,1,waka,Northern Wakashan,Canada,America,190,50.9269,-127.30799999999999,55,46,0,9,71.0,SPA,kwk,Kwakiutl,kwak1269,Kwakiutl,1.0,waka,Northern Wakashan,Canada,America,190,50.9269,-127.30799999999999,55.0,46.0,0.0,9.0,59.05574417114258
72,SPA,ojg,Ojibwa,east2542,Eastern Ojibwa,1,algi,Algonquian,Canada,America,25900,45.0112,-79.7503,27,16,0,11,72.0,SPA,ojg,Ojibwa,east2542,Eastern Ojibwa,1.0,algi,Algonquian,Canada,America,25900,45.0112,-79.7503,27.0,16.0,0.0,11.0,213.6703338623047
73,SPA,unm,Delaware,unam1242,Unami,1,algi,Algonquian,United States,America,No_known_speakers,35.0264,-98.3201,39,22,0,17,73.0,SPA,unm,Delaware,unam1242,Unami,1.0,algi,Algonquian,United States,America,No_known_speakers,35.0264,-98.3201,39.0,22.0,0.0,17.0,414.9996643066406
74,SPA,wic,Wichita,wich1260,Wichita,1,cadd,Caddoan,United States,America,1,35.0665,-98.1831,29,21,0,8,74.0,SPA,wic,Wichita,wich1260,Wichita,1.0,cadd,Caddoan,United States,America,1,35.0665,-98.1831,29.0,21.0,0.0,8.0,357.2897338867188
75,SPA,lkt,Dakota,lako1247,Lakota,1,siou,Siouan,United States,America,6200,46.3699,-103.95,36,27,0,9,75.0,SPA,lkt,Dakota,lako1247,Lakota,1.0,siou,Siouan,United States,America,6200,46.3699,-103.95,36.0,27.0,0.0,9.0,890.7025756835938
76,SPA,see,Seneca,sene1264,Seneca,1,iroq,Northern Iroquoian,United States,America,150,42.6128,-79.3403,27,11,0,16,76.0,SPA,see,Seneca,sene1264,Seneca,1.0,iroq,Northern Iroquoian,United States,America,150,42.6128,-79.3403,27.0,11.0,0.0,16.0,150.5658569335938
77,SPA,one,Oneida,onei1249,Oneida,1,iroq,Northern Iroquoian,Canada,America,200,43.7729,-84.0577,22,10,0,12,77.0,SPA,one,Oneida,onei1249,Oneida,1.0,iroq,Northern Iroquoian,Canada,America,200,43.7729,-84.0577,22.0,10.0,0.0,12.0,191.7353363037109
78,SPA,yuc,Yuchi,yuch1247,Yuchi,2,nais,Yuchi,United States,America,50,35.9615,-95.0393,64,38,0,26,78.0,SPA,yuc,Yuchi,yuch1247,Yuchi,2.0,nais,Yuchi,United States,America,50,35.9615,-95.0393,64.0,38.0,0.0,26.0,269.3103942871094
79,SPA,akz,Alabama,alab1237,Alabama,1,musk,Muskogean,United States,America,100,30.7674,-94.6285,21,15,0,6,79.0,SPA,akz,Alabama,alab1237,Alabama,1.0,musk,Muskogean,United States,America,100,30.7674,-94.6285,21.0,15.0,0.0,6.0,106.3181991577148
80,SPA,tun,Tunica,tuni1252,Tunica,1,gulf,Tunica,United States,America,Extinct,30.9888,-92.5403,25,18,0,7,80.0,SPA,tun,Tunica,tuni1252,Tunica,1.0,gulf,Tunica,United States,America,Extinct,30.9888,-92.5403,25.0,18.0,0.0,7.0,44.27793121337891
81,SPA,nez,Nez Perce,nezp1238,Nez Perce,1,penu,Sahaptian,United States,America,200,46.3073,-116.40799999999999,36,26,0,10,81.0,SPA,nez,Nez Perce,nezp1238,Nez Perce,1.0,penu,Sahaptian,United States,America,200,46.3073,-116.40799999999999,36.0,26.0,0.0,10.0,906.7033081054688
82,SPA,nmu,Maidu,nort2952,Northeast Maidu,1,penu,Maiduan,United States,America,2,40.4102,-120.645,24,18,0,6,82.0,SPA,nmu,Maidu,nort2952,Northeast Maidu,1.0,penu,Maiduan,United States,America,2,40.4102,-120.645,24.0,18.0,0.0,6.0,1364.2802734375
83,SPA,zoc,Zoque,copa1236,Copainala Zoque,2,mizo,Mixe-Zoque,Mexico,America,4500,17.2157,-93.3183,32,26,0,6,83.0,SPA,zoc,Zoque,copa1236,Copainala Zoque,2.0,mizo,Mixe-Zoque,Mexico,America,4500,17.2157,-93.3183,32.0,26.0,0.0,6.0,566.9959716796875
84,SPA,top,Totonac,papa1238,Papantla Totonac,1,toto,Totonacan,Mexico,America,80000,20.5671,-97.2554,26,20,0,6,84.0,SPA,top,Totonac,papa1238,Papantla Totonac,1.0,toto,Totonacan,Mexico,America,80000,20.5671,-97.2554,26.0,20.0,0.0,6.0,76.84869384765625
85,SPA,chf,Chontal,taba1266,Tabasco Chontal,1,maya,Mayan,Mexico,America,38000,18.1713,-92.7367,37,25,0,12,85.0,SPA,chf,Chontal,taba1266,Tabasco Chontal,1.0,maya,Mayan,Mexico,America,38000,18.1713,-92.7367,37.0,25.0,0.0,12.0,2.034526824951172
86,SPA,tzh,Tzeltal,tzel1254,Tzeltal,1,maya,Mayan,Mexico,America,90000,16.6384,-92.2786,30,25,0,5,86.0,SPA,tzh,Tzeltal,tzel1254,Tzeltal,1.0,maya,Mayan,Mexico,America,90000,16.6384,-92.2786,30.0,25.0,0.0,5.0,2108.8662109375
87,SPA,tsz,Tarascan,pure1242,Purepecha,1,tara,Tarascan,Mexico,America,40000,19.2467,-101.631,32,26,0,6,87.0,SPA,tsz,Tarascan,pure1242,Purepecha,1.0,tara,Tarascan,Mexico,America,40000,19.2467,-101.631,32.0,26.0,0.0,6.0,2232.84228515625
